#,coin_id,name,symbol,price,percent_change_1h,percent_change_24h,percent_change_7d,circulating_supply
750,19650,Volt Inu V2,VOLT,0.00,-1.0249,0.1376,-15.9048,54766287142827
753,10729,UFO Gaming,UFO,0.00,0.1369,4.4167,7.5046,25757575757576
737,4038,MovieBloc,MBL,0.00,-0.0696,1.4721,-2.0454,16038706222
755,11330,VIMworld,VEED,0.00,0.0589,0.6171,26.6550,5566374466
764,5007,TROY,TROY,0.00,-0.0864,0.5030,2.3276,8625000000
773,9721,Samoyedcoin,SAMO,0.00,-0.3592,-8.0133,59.2120,3657134467
743,6724,Klever,KLV,0.00,0.2981,1.3046,-0.7821,8880780407
637,8271,Poolz Finance,POOLX,2.86,0.0311,0.6320,-10.7600,4579167
781,19924,Ellipsis,EPX,0.00,0.1087,0.1595,0.0786,66366002158
757,9892,YooShi,YOOSHI,0.00,0.1644,1.9485,0.7879,373232309873009
797,3260,AMO Coin,AMO,0.00,-0.6061,-0.6792,-0.4495,19137922263
796,2934,BitKan,KAN,0.00,-0.2125,0.0419,-5.9318,9547023075
738,3795,ZEON,ZEON,0.00,-0.0064,2.4988,1.7757,30529103436
760,2135,Revain,REV,0.00,-0.1067,3.4825,-3.0717,85061485690
771,7585,Freeway Token,FWT,0.00,0.0319,-1.6658,-10.0342,10000000000
793,132,Counterparty,XCP,4.88,0.1064,0.5610,30.0031,2613892
788,17742,Cult DAO,CULT,0.00,0.5661,2.1638,-6.4408,4318690730920
749,9386,Kishu Inu,KISHU,0.00,-3.0919,-1.0222,-0.5768,92921609566408910
800,20825,Petals,PTS,0.00,-0.0201,0.1765,-15.1422,14124978750
765,4249,Findora,FRA,0.00,-0.8203,-7.0289,28.2196,8851836144
752,25023,Milady Meme Coin,LADYS,0.00,-0.0165,6.2780,-34.6458,734366023232083
460,9417,Maple,MPL,6.63,0.0742,-2.3902,7.7772,4417986
751,3946,Carry,CRE,0.00,0.2641,2.7598,-3.1231,8790810727
490,7087,Dego Finance,DEGO,1.84,0.0272,-1.1634,-0.4747,14166416
627,2354,GET Protocol,GET,1.36,0.0030,11.0743,28.8828,11388258
748,7957,Venus USDT,vUSDT,0.02,-0.0196,705.8768,0.0716,1486153169
754,4090,Wirex Token,WXT,0.00,-2.2295,1.0618,-0.4314,10000000000
774,3441,Divi,DIVI,0.01,-0.0032,-1.2355,-6.6848,3418069379
775,10778,Metahero,HERO,0.00,0.1405,2.5165,2.5205,5095643290
791,2572,BABB,BAX,0.00,2.2938,-2.9198,-1.7314,62701285000
761,21473,Dione Protocol,DIONE,0.00,0.9562,0.7241,4.3623,9510863533
758,10586,TABOO TOKEN,TABOO,0.00,0.2232,2.0425,-0.0059,9782678080
782,2916,Nimiq,NIM,0.00,-0.6397,2.7133,4.5818,10448026768
553,22977,Image Generation AI,IMGNAI,0.03,0.8397,21.9186,78.5186,776833333
777,4134,Akropolis,AKRO,0.00,-0.1813,-0.8208,11.5135,4275231187
778,9177,Pitbull,PIT,0.00,0.1882,1.7423,-4.0555,40192158063660000
766,16432,Everdome,DOME,0.00,0.1992,-0.7305,4.2661,18998841067
759,20873,LeverFi,LEVER,0.00,0.3176,1.0998,8.6158,15439372671
779,7127,Velo,VELO,0.00,-2.0614,-2.0404,38.0491,4984154058
780,1993,Kin,KIN,0.00,-0.1587,3.2984,12.2573,2207205857150
783,10372,Dacxi,DACXI,0.00,-0.0164,-3.1140,-2.3447,9000000000
787,5429,DEAPcoin,DEP,0.00,-0.1927,-1.4149,-6.2503,7231239464
792,2316,DeepBrain Chain,DBC,0.00,-0.2140,3.2109,27.6770,3200000000
786,21414,Dogechain,DC,0.00,0.0350,1.7685,-8.2271,17536449142
767,5453,KardiaChain,KAI,0.00,-0.4548,0.1750,4.4638,4733000000
794,11240,HI,HI,0.00,-0.5373,0.3676,-5.0862,2898698243
571,3175,Maro,MARO,0.02,-0.0864,1.0798,-6.6846,799696414
542,12687,S.S. Lazio Fan Token,LAZIO,2.47,0.4763,2.6720,0.7857,8600000
678,18208,Kunci Coin,KUNCI,0.01,0.0153,-0.0890,-7.3796,1232584338
736,2297,StormX,STMX,0.00,0.1258,1.6764,-2.3975,10000000000
769,11212,Star Atlas,ATLAS,0.00,0.0961,1.7287,-2.5392,9803356511
770,5115,TerraKRW,KRT,0.00,0.0045,-6.9635,-5.8187,38349366273
742,8357,Bitcicoin,BITCI,0.01,-0.2892,1.7022,17.5082,7708828412
772,5350,Proton,XPR,0.00,0.0369,-1.4494,2.1290,17487284573
776,13916,Omax Coin,OMAX,0.00,11.1032,-2.9433,413.7692,8667996990
430,7208,Polkastarter,POLS,0.35,-0.1840,0.6173,-1.8353,99221432
352,8972,Seedify.fund,SFUND,1.02,-0.1234,2.7661,-3.2754,49489166
269,9481,Pendle,PENDLE,0.42,2.2307,1.8224,-7.0433,207122450
711,3964,Reserve Rights,RSR,0.00,0.4534,2.4133,3.2325,50600000000
447,6756,Acala Token,ACA,0.05,0.1881,3.3880,-13.1369,710188889
268,3217,Ontology Gas,ONG,0.25,-0.1543,0.4417,0.5743,344291921
356,12089,Coinweb,CWEB,0.03,0.0210,-1.7305,-0.4523,1694951452
272,3855,Locus Chain,LOCUS,0.04,-0.3222,0.5369,-0.5555,2081062787
448,10049,Manchester City Fan Token,CITY,5.26,-0.5014,-0.3652,-0.1987,6050428
162,7129,TerraClassicUSD,USTC,0.01,-0.0028,0.3103,-1.0839,9796793727
601,15478,Decentral Games,DG,0.02,-0.0697,1.3314,6.4125,677466657
76,2502,Huobi Token,HT,3.33,-0.3405,1.2144,13.3497,162233844
459,19590,Defigram,DFG,2.99,-1.4782,1.0281,3.2151,10000000
77,8646,Mina,MINA,0.58,-0.0899,1.0634,2.3558,908279667
371,1586,Ark,ARK,0.27,0.1870,1.3035,-0.4239,173254708
292,22764,Hooked Protocol,HOOK,1.51,0.1266,5.2870,5.5711,50000000
654,20382,Battle World,BWO,0.08,-1.8620,-3.2351,3.1104,175437190
1,1,Bitcoin,BTC,28043.44,0.0457,3.0669,4.3920,19386825
86,1934,Loopring,LRC,0.29,0.1109,1.4080,1.4876,1331430935
3,825,Tether,USDT,1.00,-0.0172,-0.0059,0.0165,83127088775
674,9017,Polkadex,PDEX,1.32,-0.8215,1.0472,4.8830,8360000
370,3316,smARTOFGIVING,AOG,0.62,-0.0201,-0.0056,0.1561,73780484
193,24913,Wrapped EOS,WEOS,0.93,-1.3895,-0.0844,8.6181,1092393009
666,10687,Onomy Protocol,NOM,0.27,-3.4126,-10.8958,-24.8361,39298123
301,6841,Phala Network,PHA,0.13,0.0355,2.2250,8.8985,565078169
802,8378,Akita Inu,AKITA,0.00,-0.0665,9.7152,18.8280,68071541209831
399,5841,NEST Protocol,NEST,0.01,0.1818,1.9463,5.5527,2911743948
106,2577,Ravencoin,RVN,0.02,0.0088,2.1095,0.9022,12582378351
222,24760,Wrapped Beacon ETH,WBETH,1908.47,0.0179,2.8972,4.9453,71565
756,14304,Gamium,GMM,0.00,-0.0271,-0.6871,-3.4169,20801360198
5,3408,USD Coin,USDC,1.00,-0.0091,0.0034,0.0052,29059621341
423,23825,AllianceBlock Nexera,NXRA,0.06,0.0177,7.3966,1.3740,668279832
224,5566,Keep Network,KEEP,0.12,-0.0046,2.5931,-3.1419,945896476
113,7455,Audius,AUDIO,0.25,-0.0790,0.1129,0.6437,1045289093
485,19091,H2O DAO,H2O,0.12,-0.0090,0.1333,0.8634,225062277
31,8000,Lido DAO,LDO,2.10,-0.1565,5.0630,2.6428,879322518
51,7334,Conflux,CFX,0.33,-0.2374,1.0979,12.1821,2882631526
53,2416,Theta Network,THETA,0.87,-0.1479,1.2805,1.4785,1000000000
321,7959,Venus BUSD,vBUSD,0.02,-0.0066,-0.0174,0.0822,2694770470
762,18919,Shiba Predator,QOM,0.00,-0.0028,3.0021,6.7570,599886333333333
744,3930,ThunderCore,TT,0.00,0.0538,1.1992,-0.2054,10252208257
138,11865,Bone ShibaSwap,BONE,0.89,-0.3267,-0.0410,24.5308,229923351
501,2222,Bitcoin Diamond,BCD,0.12,-0.0902,-4.9756,-6.1383,186492898
233,7461,PlayDapp,PLA,0.18,-0.2085,0.9887,-0.8236,548992304
169,2570,TomoChain,TOMO,1.72,-0.5223,36.2186,57.3342,101081776
256,9674,Wilder World,WILD,0.37,-0.1270,3.6827,11.8468,250226492
533,21968,Tamadoge,TAMA,0.02,0.4406,1.1533,0.9067,1393353219
369,6193,Cream Finance,CREAM,28.37,4.2145,14.9258,45.6432,1855659
560,4441,Vectorspace AI,VXV,0.41,0.1665,-1.1016,17.2441,48656197
429,4953,FirmaChain,FCT,0.05,0.3993,4.5068,-1.5650,676472568
803,12064,Cratos,CRTS,0.00,0.1882,5.9482,6.5768,49299676745
576,15248,Santos FC Fan Token,SANTOS,4.05,0.3472,0.6158,-2.8192,4550000
592,12140,RMRK,RMRK,1.82,0.2445,1.5271,-6.1127,9500000
